0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048
0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048
0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048
0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048
0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048
0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048
0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048
0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048
0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048
0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048
0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048
0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048
0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048
0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048
0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048
0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,,
