Generated using GEOMAGIA50.v3.3 on Oct/06/2022,,,,,,,,,,,,,,,,,,,
Age[yr.AD],Sigma-ve[yr.],Sigma+ve[yr.],VADM[E22_AmE2],SigmaVADM[E22_AmE2],SiteLat[deg.],SiteLon[deg.],ArcheoVolcanic,,,,,,,,,,,,
1137,50,50,10.36,1.28,54,107.5,Archeo,,,,,,,,,,,,
1137,37,37,9.22,0.57,35.2,40.3,Archeo,,,,,,,,,,,,
1137,37,37,10.43,0.48,47.9,1.9,Archeo,,,,,,,,,,,,
1139,96,96,9.27,0.25,38.8,114.7,Archeo,,,,,,,,,,,,
1140,40,40,10.18,0.13,51.76,8.99,Archeo,,,,,,,,,,,,
1140,-1,-1,12.37,-999,19.7,246.4,Volcanic,,,,,,,,,,,,
1143,1,1,9.44,0.64,37.5,22.7,Archeo,,,,,,,,,,,,
1144,-1,-1,10.85,-999,50.5,30.5,Archeo,,,,,,,,,,,,
1146,-1,-1,9.55,0.69,50.5,30.5,Archeo,,,,,,,,,,,,
1150,50,50,8.88,1.11,37.98,358.88,Archeo,,,,,,,,,,,,
1150,50,50,10.19,1.2,37.98,358.88,Archeo,,,,,,,,,,,,
1150,50,50,9.64,1.01,37.98,358.88,Archeo,,,,,,,,,,,,
1150,50,50,8.81,0.09,40,-1,Archeo,,,,,,,,,,,,
1150,50,50,10.28,0.8,46.8,31.3,Archeo,,,,,,,,,,,,
1150,50,50,10.22,0.46,50.5,30.5,Archeo,,,,,,,,,,,,
1150,50,50,11.15,-999,50.5,30.5,Archeo,,,,,,,,,,,,
1150,50,50,10.09,0.32,48.6,26.7,Archeo,,,,,,,,,,,,
1150,50,50,10.53,0.16,47.4,28.8,Archeo,,,,,,,,,,,,
1150,50,50,10.19,0.66,42.5,26,Archeo,,,,,,,,,,,,
1150,50,50,11,-999,43.2,21.2,Archeo,,,,,,,,,,,,
1150,50,50,10.67,1.83,43.2,21.2,Archeo,,,,,,,,,,,,
1150,50,50,10.12,0.97,36.8,45.2,Archeo,,,,,,,,,,,,
1150,50,50,10.24,-999,50.5,26.5,Archeo,,,,,,,,,,,,
1150,120,120,6.04,0.16,11.85,295.391,Archeo,,,,,,,,,,,,
1150,50,50,9.53,0.36,36.8,45.2,Archeo,,,,,,,,,,,,
1150,25,25,4.71,-999,52.6,356.9,Archeo,,,,,,,,,,,,
1150,25,25,6.08,-999,52.6,356.9,Archeo,,,,,,,,,,,,
1150,250,250,7.99,0.38,8,288.988,Archeo,,,,,,,,,,,,
1150,25,25,3.95,-999,52.6,356.9,Archeo,,,,,,,,,,,,
1150,150,150,8.92,1.78,42.3,44.6,Archeo,,,,,,,,,,,,
1150,150,150,10.49,2.11,43,41,Archeo,,,,,,,,,,,,
1150,50,50,10.72,0.68,37.149,126.922,Archeo,,,,,,,,,,,,
1150,150,150,10.02,-999,42,44.1,Archeo,,,,,,,,,,,,
1150,50,50,9.4,1.78,41,48,Archeo,,,,,,,,,,,,
1150,50,50,11.43,0.16,46.5,31.5,Archeo,,,,,,,,,,,,
1150,50,50,10.07,0.48,41.8,26.1,Archeo,,,,,,,,,,,,
1150,50,50,11.78,-999,49,26.5,Archeo,,,,,,,,,,,,
1150,50,50,9.97,0.51,42,44.1,Archeo,,,,,,,,,,,,
1150,100,100,11.44,0.92,-10,285,Archeo,,,,,,,,,,,,
1150,50,50,11.25,0.76,37.89,-4.77,Archeo,,,,,,,,,,,,
1150,-1,-1,12.55,0.09,36.2,250.6,Archeo,,,,,,,,,,,,
1150,150,150,10.37,0.59,37.1,118.7,Archeo,,,,,,,,,,,,
1150,50,50,9.19,0.37,34.65,135.5,Archeo,,,,,,,,,,,,
1150,50,50,9.45,0.94,37.98,358.88,Archeo,,,,,,,,,,,,
1150,50,50,9.32,1.61,37.98,358.88,Archeo,,,,,,,,,,,,
1150,50,50,9.01,0.6,37.98,358.88,Archeo,,,,,,,,,,,,
1150,50,50,8.71,0.58,37.98,358.88,Archeo,,,,,,,,,,,,
1151,0,0,12.87,2.03,64.0078,338.0789,Volcanic,,,,,,,,,,,,
1151,51,51,10.47,2.17,37.6,61.8,Archeo,,,,,,,,,,,,
1157,133,133,11.57,-999,-13,286,Archeo,,,,,,,,,,,,
1160,5,5,9.63,0.53,43.71,10.4,Archeo,,,,,,,,,,,,
1160,100,100,12.85,-999,-18.2,181.2,Archeo,,,,,,,,,,,,
1161,118,118,6.86,1.87,52.3,13.27,Archeo,,,,,,,,,,,,
1161,74,74,8.69,0.23,5.213,285.26,Archeo,,,,,,,,,,,,
1161,118,118,6.41,0.66,52.3,13.27,Archeo,,,,,,,,,,,,
1164,204,204,8.39,0.46,37.1,118.7,Archeo,,,,,,,,,,,,
1164,204,204,7.87,0.27,37.1,118.7,Archeo,,,,,,,,,,,,
1168,-1,-1,14.19,0.22,20,260.7,Archeo,,,,,,,,,,,,
1168,-1,-1,14.53,0.87,20,260.7,Archeo,,,,,,,,,,,,
1169,-1,-1,10.72,0.55,37.751,14.9958,Volcanic,,,,,,,,,,,,
1169,20,20,10.33,1.77,37.75,15,Volcanic,,,,,,,,,,,,
1170,0,0,9.62,0.5,43.2,20.5,Archeo,,,,,,,,,,,,
1170,50,50,9.73,0.9,42.2,24.3,Archeo,,,,,,,,,,,,
1173,50,50,11.25,0.46,24,32.8,Archeo,,,,,,,,,,,,
1173,50,50,11.67,0.48,24,32.8,Archeo,,,,,,,,,,,,
1175,60,60,9.09,0.09,38.8,114.7,Archeo,,,,,,,,,,,,
1175,60,60,9.22,0.32,38.8,114.7,Archeo,,,,,,,,,,,,
1175,60,60,8.64,0.12,38.8,114.7,Archeo,,,,,,,,,,,,
1175,60,60,8.18,0.44,38.8,114.7,Archeo,,,,,,,,,,,,
1175,25,25,10.61,0.33,42,45,Archeo,,,,,,,,,,,,
1175,75,75,10.24,0.22,32.06,249.01,Archeo,,,,,,,,,,,,
1175,15,15,8.94,0.17,48.07,5.67,Archeo,,,,,,,,,,,,
1178,134,134,10.73,-999,39.9,116.41,Archeo,,,,,,,,,,,,
1180,70,70,7.45,0.53,-26.7,293.9,Archeo,,,,,,,,,,,,
1180,80,80,10.48,0.85,48.68,358.65,Archeo,,,,,,,,,,,,
1180,115,115,10.53,-999,-8.4,281.2,Archeo,,,,,,,,,,,,
1185,-1,-1,9.99,-999,51.5,31,Archeo,,,,,,,,,,,,
1188,3,3,8.9,0.2,58.51,31.26,Archeo,,,,,,,,,,,,
1189,147,233,10.63,0.37,37.861,334.146,Volcanic,,,,,,,,,,,,
1195,15,15,9.53,0.58,42,24.8,Archeo,,,,,,,,,,,,
1195,15,15,10.7,0.83,41.5,23.4,Archeo,,,,,,,,,,,,
1196,120,120,7.97,0.42,-23.34,310.62,Archeo,,,,,,,,,,,,
1197,50,50,10.64,1.31,54,107.5,Archeo,,,,,,,,,,,,
1198,155,81,11.1,1.03,19.5,204.7,Volcanic,,,,,,,,,,,,
1198,155,81,10.66,1.25,19.451,-155.284,Volcanic,,,,,,,,,,,,
1198,0,0,8.87,0.38,58.5,31.31,Archeo,,,,,,,,,,,,
1200,100,100,8.47,0.1,40,-1,Archeo,,,,,,,,,,,,
1200,100,100,10.95,0.48,-8.135,281.009,Archeo,,,,,,,,,,,,
1200,100,100,12.58,0.53,-8.135,281.009,Archeo,,,,,,,,,,,,
1200,100,100,10.86,-999,42,45,Archeo,,,,,,,,,,,,
1200,20,20,11.05,-999,51.5,31,Archeo,,,,,,,,,,,,
1200,80,90,7.47,1.45,11.76,293.234,Archeo,,,,,,,,,,,,
1200,49,49,11.23,2.31,37.6,61.8,Archeo,,,,,,,,,,,,
1200,50,50,9.04,0.56,43.1,25.7,Archeo,,,,,,,,,,,,
1200,-1,-1,13.01,0.11,11.03,79.58,Archeo,,,,,,,,,,,,
1200,100,100,10.39,-999,42,44,Archeo,,,,,,,,,,,,
1200,100,100,10.25,-999,41.7,44.8,Archeo,,,,,,,,,,,,
1200,-1,-1,12.63,1.59,19.47,205.1,Volcanic,,,,,,,,,,,,
1200,100,100,9.82,-999,41.8,43.4,Archeo,,,,,,,,,,,,
1200,100,100,10.51,-999,42,44.1,Archeo,,,,,,,,,,,,
1200,-1,-1,12.38,0.04,12.05,79.17,Archeo,,,,,,,,,,,,
1200,-1,-1,8.65,1.72,-16.55,291.33,Archeo,,,,,,,,,,,,
1200,100,100,10.59,1.23,41,48,Archeo,,,,,,,,,,,,
1200,200,200,9.98,0.95,-14.32,284.89,Archeo,,,,,,,,,,,,
1200,25,25,8.5,0.67,35.51,11.08,Archeo,,,,,,,,,,,,
1200,100,100,9.97,0.34,42,44.1,Archeo,,,,,,,,,,,,
1200,-1,-1,9.16,0.4,37.5,250.3,Archeo,,,,,,,,,,,,
1200,-1,-1,11.87,0.1,36.4,253.1,Archeo,,,,,,,,,,,,
1200,100,100,9.46,0.8,37.88,-4.77,Archeo,,,,,,,,,,,,
1200,100,100,8.72,0.48,37.88,-4.77,Archeo,,,,,,,,,,,,
1200,100,100,8.93,0.35,37.88,-4.77,Archeo,,,,,,,,,,,,
1200,-1,-1,10.26,0.55,-8,281,Archeo,,,,,,,,,,,,
1200,-1,-1,10.19,-999,-16.7,291.7,Archeo,,,,,,,,,,,,
1200,-1,-1,9.61,-999,37.5,250.3,Archeo,,,,,,,,,,,,
1201,37,37,8.48,0.64,5.213,285.26,Archeo,,,,,,,,,,,,
1203,76,76,12.43,0.22,29.28,117.18,Archeo,,,,,,,,,,,,
1204,76,76,11.46,2.29,25.1,102.8,Archeo,,,,,,,,,,,,
1205,25,25,10.55,0.45,42.2,24.2,Archeo,,,,,,,,,,,,
1210,30,30,8.89,0.95,42,24.8,Archeo,,,,,,,,,,,,
1210,310,310,12.18,0.25,19.67,263.58,Archeo,,,,,,,,,,,,
1210,310,310,9.38,-999,19.67,263.58,Archeo,,,,,,,,,,,,
1210,310,310,9.03,0.27,19.67,263.58,Archeo,,,,,,,,,,,,
1210,310,310,12.33,0.2,19.67,263.58,Archeo,,,,,,,,,,,,
1210,310,310,7.73,-999,19.67,263.58,Archeo,,,,,,,,,,,,
1210,310,310,10.19,0.36,19.67,263.58,Archeo,,,,,,,,,,,,
1210,310,310,7.6,0.27,19.67,263.58,Archeo,,,,,,,,,,,,
1210,310,310,10.16,0.16,19.67,263.58,Archeo,,,,,,,,,,,,
1210,30,30,8.65,0.69,41.8,26.1,Archeo,,,,,,,,,,,,
1210,310,310,11.28,0.38,19.67,263.58,Archeo,,,,,,,,,,,,
1210,310,310,12.22,0.02,19.67,263.58,Archeo,,,,,,,,,,,,
1210,310,310,10.66,0.22,19.67,263.58,Archeo,,,,,,,,,,,,
1210,310,310,13.9,0.04,19.67,263.58,Archeo,,,,,,,,,,,,
1210,310,310,11.17,0.16,19.67,263.58,Archeo,,,,,,,,,,,,
1210,310,310,11.62,0.31,19.67,263.58,Archeo,,,,,,,,,,,,
1210,310,310,7.69,0.49,19.67,263.58,Archeo,,,,,,,,,,,,
1210,310,310,8.47,0.98,19.67,263.58,Archeo,,,,,,,,,,,,
1216,13,13,8.93,0.79,43.1,25.7,Archeo,,,,,,,,,,,,
1224,172,172,8.02,0.53,-35.9,144.5,Archeo,,,,,,,,,,,,
1225,50,50,11.52,0.83,36.8,45.2,Archeo,,,,,,,,,,,,
1225,25,25,7.3,-999,52.6,356.9,Archeo,,,,,,,,,,,,
1225,25,25,7.04,0.78,-22.324,29.33,Archeo,,,,,,,,,,,,
1225,25,25,7.38,-999,53.7,354.2,Archeo,,,,,,,,,,,,
1225,25,25,6.02,-999,53.7,354.2,Archeo,,,,,,,,,,,,
1225,25,25,8.21,0.19,43.1,25.7,Archeo,,,,,,,,,,,,
1225,25,25,8.45,0.64,49.1,2.5,Archeo,,,,,,,,,,,,
1225,25,25,10.01,0.43,37.89,-4.77,Archeo,,,,,,,,,,,,
1225,25,25,9.21,0.97,37.89,-4.77,Archeo,,,,,,,,,,,,
1230,110,110,8.5,0.74,4.5827,285.788,Archeo,,,,,,,,,,,,
1233,8,8,9.25,0.59,51,20.5,Archeo,,,,,,,,,,,,
1235,5,5,10.35,0.49,31.878,130.8952,Volcanic,,,,,,,,,,,,
1237,12,12,8.39,0.57,43.3,5.4,Archeo,,,,,,,,,,,,
1240,10,10,10.09,0.67,50,20,Archeo,,,,,,,,,,,,
1240,20,20,6.49,-999,50.8,356.2,Archeo,,,,,,,,,,,,
1240,-1,-1,8.37,0.15,50.5,30.5,Archeo,,,,,,,,,,,,
1240,240,240,7.69,1.91,42.7,277.3,Archeo,,,,,,,,,,,,
1242,42,42,10.43,0.53,37.17,251.46,Archeo,,,,,,,,,,,,
1247,52,52,10.31,2.13,37.6,61.8,Archeo,,,,,,,,,,,,
1248,198,144,9.92,0.18,19.49,204.65,Volcanic,,,,,,,,,,,,
1248,198,144,9.07,1.19,19.459,-155.302,Volcanic,,,,,,,,,,,,
1249,34,34,7.6,0.2,51.74,9.81,Archeo,,,,,,,,,,,,
1249,34,34,7.36,0.04,51.74,9.81,Archeo,,,,,,,,,,,,
1249,34,34,8.38,0.13,51.74,9.81,Archeo,,,,,,,,,,,,
1250,50,50,8.64,0.19,40,-1,Archeo,,,,,,,,,,,,
1250,150,150,9.89,4.58,43,41,Archeo,,,,,,,,,,,,
1250,50,50,10.01,2,47.2,102.8,Archeo,,,,,,,,,,,,
1250,50,50,11.26,0.48,48,29,Archeo,,,,,,,,,,,,
1250,50,50,7.98,0.39,59.4,26.7,Archeo,,,,,,,,,,,,
1250,50,50,10.33,0.48,46.3,30,Archeo,,,,,,,,,,,,
1250,50,50,11.26,0.47,49.5,31.4,Archeo,,,,,,,,,,,,
1250,50,50,9.23,0.67,43.8,25.6,Archeo,,,,,,,,,,,,
1250,150,150,10.61,0.08,42,45,Archeo,,,,,,,,,,,,
1250,250,250,8.3,1.28,33.1,245.13,Archeo,,,,,,,,,,,,
1250,250,250,11.78,0.5,33.12,244.64,Archeo,,,,,,,,,,,,
1250,150,150,7.43,-999,33.05,248.6,Archeo,,,,,,,,,,,,
1250,150,150,9.56,0.9,33.47,247.89,Archeo,,,,,,,,,,,,
1250,150,150,9.86,1.97,43,41,Archeo,,,,,,,,,,,,
1250,50,50,10.42,-999,42,44.1,Archeo,,,,,,,,,,,,
1250,50,50,9.13,1.14,29.15,78.05,Archeo,,,,,,,,,,,,
1250,50,50,11.16,2.36,42.7,277.3,Archeo,,,,,,,,,,,,
1250,50,50,9.44,1.02,37.1,251.6,Archeo,,,,,,,,,,,,
1250,50,50,8.41,0.35,30.675,35.447,Archeo,,,,,,,,,,,,
1250,80,80,10.49,1.04,35.2,137.1,Archeo,,,,,,,,,,,,
1250,50,50,9.23,0.5,34.65,135.5,Archeo,,,,,,,,,,,,
1250,50,50,9.99,0.29,34.6,135.45,Archeo,,,,,,,,,,,,
1253,26,26,10.77,0.12,31.27,121.58,Archeo,,,,,,,,,,,,
1255,5,5,12.44,1.49,19.539,258.007,Volcanic,,,,,,,,,,,,
1260,270,270,12.94,1.28,21.09,255.42,Volcanic,,,,,,,,,,,,
1261,50,50,8.77,1.75,39.7,64.3,Archeo,,,,,,,,,,,,
1262,-1,-1,10.06,-999,40,64.5,Archeo,,,,,,,,,,,,
1263,63,63,10.66,0.33,35.7,253.7,Archeo,,,,,,,,,,,,
1270,110,110,10.04,1.14,-26.7,293.9,Archeo,,,,,,,,,,,,
1270,110,110,8.61,1,-26.7,293.9,Archeo,,,,,,,,,,,,
1270,130,130,9.51,0.24,-14.32,284.89,Archeo,,,,,,,,,,,,
1272,214,137,9.16,1.01,19.448,-155.237,Volcanic,,,,,,,,,,,,
1273,13,13,8.67,0.43,43.68,10.61,Archeo,,,,,,,,,,,,
1275,25,25,9.19,0.67,50,20,Archeo,,,,,,,,,,,,
1275,25,25,9.37,0.05,51.48,0,Archeo,,,,,,,,,,,,
1275,25,25,8.59,0.41,49.1,2.5,Archeo,,,,,,,,,,,,
1275,25,25,10.67,0.91,36.2,252.9,Archeo,,,,,,,,,,,,
1278,50,50,9.64,1.93,47.2,102.8,Archeo,,,,,,,,,,,,
1278,78,78,12.59,3.02,47.2,102.8,Archeo,,,,,,,,,,,,
1280,30,30,9.71,0.41,44.1,27.28,Archeo,,,,,,,,,,,,
1280,20,20,10.05,0.52,57.9,12,Archeo,,,,,,,,,,,,
1281,-1,-1,9.98,-999,36.4,138.52,Volcanic,,,,,,,,,,,,
1284,-1,-1,8.55,0.48,37.751,14.9958,Volcanic,,,,,,,,,,,,
1284,-1,-1,7.75,0.35,37.75,15,Volcanic,,,,,,,,,,,,
1285,66,66,8.15,1.03,-33.64,301.4,Archeo,,,,,,,,,,,,
1286,-1,-1,12.67,0.67,19.483,205.1,Volcanic,,,,,,,,,,,,
1286,-1,-1,8.72,0.48,19.483,205.1,Volcanic,,,,,,,,,,,,
1287,12,12,10.21,0.54,39.02,356.18,Archeo,,,,,,,,,,,,
1287,12,12,9.51,0.65,39.02,356.18,Archeo,,,,,,,,,,,,
1287,37,37,4.79,0.76,-22.31,29.27,Archeo,,,,,,,,,,,,
1287,12,12,9.72,1.22,39.02,356.18,Archeo,,,,,,,,,,,,
1290,1,1,9,-999,37,22.8,Archeo,,,,,,,,,,,,
1290,1,1,10.24,-999,37,22.8,Archeo,,,,,,,,,,,,
1290,20,20,9.25,0.27,12.79,358.91,Archeo,,,,,,,,,,,,
1290,70,70,9.69,0.94,-26.7,293.9,Archeo,,,,,,,,,,,,
1290,70,70,8.65,0.94,-26.7,293.9,Archeo,,,,,,,,,,,,
1290,30,30,9.62,0.46,44.1,27.28,Archeo,,,,,,,,,,,,
1291,1,1,11.24,0.4,37,22.8,Archeo,,,,,,,,,,,,
1291,1,1,11.45,1.93,37,22.8,Archeo,,,,,,,,,,,,
1294,56,56,8.43,0.45,39.47,359.63,Archeo,,,,,,,,,,,,
1297,100,100,10.65,2.2,37.6,61.8,Archeo,,,,,,,,,,,,
1297,102,113,9.99,0.27,19.29,204.69,Volcanic,,,,,,,,,,,,
1300,100,100,8.93,0.66,60.6,22.3,Archeo,,,,,,,,,,,,
1300,100,100,8.35,0.29,40,-1,Archeo,,,,,,,,,,,,
1300,30,30,8.56,0.38,47.7,19.5,Archeo,,,,,,,,,,,,
1300,0,0,9.8,0.6,63.924,-19.996,Volcanic,,,,,,,,,,,,
1300,80,80,13.4,1.48,-12.0181,283.1861,Archeo,,,,,,,,,,,,
1300,20,20,8.77,0.84,41.5,23.4,Archeo,,,,,,,,,,,,
1300,100,100,9.81,0.7,40.63,22.95,Archeo,,,,,,,,,,,,
1300,100,100,11.07,0.5,36.8,45.2,Archeo,,,,,,,,,,,,
1300,20,20,9.07,0.26,43.2,27.9,Archeo,,,,,,,,,,,,
1300,30,30,8.34,0.84,51.8,358.7,Archeo,,,,,,,,,,,,
1300,100,100,12.76,1,36.8,45.2,Archeo,,,,,,,,,,,,
1300,0,0,7.24,0.41,40.64,22.94,Archeo,,,,,,,,,,,,
1300,0,0,9.61,0.74,40.64,22.94,Archeo,,,,,,,,,,,,
1300,100,100,12.76,1.56,33.9,247.2,Archeo,,,,,,,,,,,,
1300,60,60,9.1,0.76,-26.7,293.9,Archeo,,,,,,,,,,,,
1300,-1,-1,12.63,-999,19.47,205.1,Volcanic,,,,,,,,,,,,
1300,-1,-1,11.64,0.84,10.73,78.98,Archeo,,,,,,,,,,,,
1300,280,330,10.43,0.31,38.93,247.49,Volcanic,,,,,,,,,,,,
1300,100,100,10.08,1.62,41,48,Archeo,,,,,,,,,,,,
1300,50,50,9.08,0.32,52.42,12.55,Archeo,,,,,,,,,,,,
1300,30,30,9.24,0.92,34.7,139.4,Volcanic,,,,,,,,,,,,
1300,100,100,12.83,0.02,-10,285,Archeo,,,,,,,,,,,,
1300,100,100,12.53,-999,35.8,254.1,Archeo,,,,,,,,,,,,
1300,100,100,9.35,0.54,34.45,135.85,Archeo,,,,,,,,,,,,
1300,100,100,9.34,1.99,60.6,22.3,Archeo,,,,,,,,,,,,
1301,5,5,8.74,1.75,40.7,14,Volcanic,,,,,,,,,,,,
1301,50,50,11.48,1.4,54,107.5,Archeo,,,,,,,,,,,,
1303,9,9,9.1,-999,40.7,23.1,Archeo,,,,,,,,,,,,
1303,18,18,8.19,-999,50.8,356.2,Archeo,,,,,,,,,,,,
1303,81,81,9.14,0.22,51.74,9.79,Archeo,,,,,,,,,,,,
1303,81,81,8.67,0.11,51.74,9.79,Archeo,,,,,,,,,,,,
1303,81,81,7.64,1.42,51.74,9.79,Archeo,,,,,,,,,,,,
1305,15,15,9.1,-999,40.7,23.1,Archeo,,,,,,,,,,,,
1305,15,15,9.72,-999,40.7,23.1,Archeo,,,,,,,,,,,,
1310,40,40,10.83,0.37,53.32,12.24,Archeo,,,,,,,,,,,,
1310,40,40,9.79,0.68,44.1,27.28,Archeo,,,,,,,,,,,,
1310,0,0,8.72,0.2,58.48,31.3,Archeo,,,,,,,,,,,,
1310,50,50,10.02,1.04,38.5,24.2,Archeo,,,,,,,,,,,,
1310,50,50,10.23,2.48,38.5,24.2,Archeo,,,,,,,,,,,,
1314,19,19,10.49,0.5,38.5,22.5,Archeo,,,,,,,,,,,,
1314,19,19,10.22,1.46,38.5,22.5,Archeo,,,,,,,,,,,,
1315,15,15,8.85,-999,40.7,23.1,Archeo,,,,,,,,,,,,
1315,15,15,9.81,-999,40.7,23.1,Archeo,,,,,,,,,,,,
1316,3,3,9.99,0.99,42.9,20.8,Archeo,,,,,,,,,,,,
1319,81,81,8.76,0.35,39.47,359.63,Archeo,,,,,,,,,,,,
1320,49,49,8.65,0.86,29.6,106.6,Archeo,,,,,,,,,,,,
1320,10,10,7.96,0.29,35.6,254.1,Archeo,,,,,,,,,,,,
1320,49,49,9.74,0.37,38.8,114.7,Archeo,,,,,,,,,,,,
1320,49,49,8.18,0.65,38.8,114.7,Archeo,,,,,,,,,,,,
1320,40,40,8.98,1.1,-26.7,293.9,Archeo,,,,,,,,,,,,
1320,240,240,10.14,2.01,-21.43,247,Volcanic,,,,,,,,,,,,
1320,49,49,8.63,-999,34.4,109.2,Archeo,,,,,,,,,,,,
1320,49,49,9.75,0.1,41.33,117.74,Archeo,,,,,,,,,,,,
1320,49,49,9.12,0.13,41.33,117.74,Archeo,,,,,,,,,,,,
1320,49,49,9.78,0.08,41.33,117.74,Archeo,,,,,,,,,,,,
1320,40,40,11.59,-999,39.9,116.38,Archeo,,,,,,,,,,,,
1320,49,49,9.27,0.12,29.28,117.18,Archeo,,,,,,,,,,,,
1320,49,49,11.01,0.22,28.17,119.2,Archeo,,,,,,,,,,,,
1320,49,49,12.62,0.12,28.13,119.18,Archeo,,,,,,,,,,,,
1323,48,67,11.03,0.38,19.2295,204.5435,Volcanic,,,,,,,,,,,,
1323,48,67,10.02,0.72,19.2294,204.5435,Volcanic,,,,,,,,,,,,
1323,44,44,11.91,-999,42.67,89.17,Archeo,,,,,,,,,,,,
1324,44,44,10.55,0.54,-23.03,293.92,Archeo,,,,,,,,,,,,
1325,25,25,8.49,0.23,43.71,10.4,Archeo,,,,,,,,,,,,
1325,25,25,11.31,-999,40.5,50,Archeo,,,,,,,,,,,,
1325,25,25,7.19,0.08,52.14,12.6,Archeo,,,,,,,,,,,,
1325,25,25,9.09,0.24,48.9,2.4,Archeo,,,,,,,,,,,,
1325,25,25,8.16,0.47,49.1,2.5,Archeo,,,,,,,,,,,,
1326,51,51,9.55,1.01,-23.03,293.92,Archeo,,,,,,,,,,,,
1326,3,3,8.85,0.23,46,5.4,Archeo,,,,,,,,,,,,
1329,-1,-1,11.59,0.35,37.751,14.9958,Volcanic,,,,,,,,,,,,
1329,-1,-1,8.84,0.35,-0.24,-78.3,Archeo,,,,,,,,,,,,
1329,-1,-1,10.21,0.36,-0.24,-78.3,Archeo,,,,,,,,,,,,
1330,10,10,12.22,1.56,34.76,139.35,Volcanic,,,,,,,,,,,,
1330,30,30,12.35,0.38,36.8,45.2,Archeo,,,,,,,,,,,,
1330,200,90,7,0.31,44.32,238.01,Volcanic,,,,,,,,,,,,
1330,50,50,10.23,0.67,41.5,25.3,Archeo,,,,,,,,,,,,
1330,30,30,9.59,0.5,34.75,134.15,Archeo,,,,,,,,,,,,
1331,-1,-1,8.69,0.53,43.65,10.74,Archeo,,,,,,,,,,,,
1331,48,48,8.09,0.11,53.87,10.81,Archeo,,,,,,,,,,,,
1334,-1,-1,8.27,1.14,37.751,14.9958,Volcanic,,,,,,,,,,,,
1335,5,5,8.93,0.46,47.5,29,Archeo,,,,,,,,,,,,
1335,0,0,8.45,0.29,58.56,31.3,Archeo,,,,,,,,,,,,
1337,12,12,8.67,0.41,48.9,2.3,Archeo,,,,,,,,,,,,
1340,10,10,9.23,0.27,47.5,357.2,Archeo,,,,,,,,,,,,
1340,55,55,7.36,0.68,12.79,358.91,Archeo,,,,,,,,,,,,
1341,1,1,9.09,0.84,37,22.8,Archeo,,,,,,,,,,,,
1342,76,76,8.21,0.24,47.52,14.83,Archeo,,,,,,,,,,,,
1342,76,76,11.47,4.3,47.519,14.826,Archeo,,,,,,,,,,,,
1349,69,70,13.77,1.98,19.2,204.5,Volcanic,,,,,,,,,,,,
1350,50,50,10.1,0.44,34.6,135.45,Archeo,,,,,,,,,,,,
1350,50,50,10.37,0.59,34.85,136.05,Archeo,,,,,,,,,,,,
1350,50,50,7.71,0.09,40,-1,Archeo,,,,,,,,,,,,
1350,50,50,7.35,1.47,39.7,64.3,Archeo,,,,,,,,,,,,
1350,50,50,9.75,2.49,43.7,104.3,Archeo,,,,,,,,,,,,
1350,65,65,9.47,0.4,9.88,352.59,Archeo,,,,,,,,,,,,
1350,50,50,9.17,0.32,46.6,31.3,Archeo,,,,,,,,,,,,
1350,50,50,9.26,0.32,47.4,28.8,Archeo,,,,,,,,,,,,
1350,50,50,7.02,0.64,47.4,28.8,Archeo,,,,,,,,,,,,
1350,50,50,6.22,0.64,47.4,28.8,Archeo,,,,,,,,,,,,
1350,50,50,8.14,0.48,47.4,28.8,Archeo,,,,,,,,,,,,
1350,50,50,8.78,0.16,47.4,28.8,Archeo,,,,,,,,,,,,
1350,50,50,8.62,0.48,47.4,28.8,Archeo,,,,,,,,,,,,
1350,50,50,9.58,0.64,47.4,28.8,Archeo,,,,,,,,,,,,
1350,50,50,9.61,0.9,43.2,20.5,Archeo,,,,,,,,,,,,
1350,50,50,7.99,2.53,45.315,286.034,Archeo,,,,,,,,,,,,
1350,50,50,9.82,1.97,53,0,Archeo,,,,,,,,,,,,
1350,50,50,10.31,-999,40.5,50,Archeo,,,,,,,,,,,,
1350,60,60,8.46,0.81,34.31,354.07,Archeo,,,,,,,,,,,,
1350,50,50,10.26,-999,36.8,45.2,Archeo,,,,,,,,,,,,
1350,50,50,10.38,-999,50.5,26.5,Archeo,,,,,,,,,,,,
1350,40,40,8.41,0.12,-26.7,293.9,Archeo,,,,,,,,,,,,
1350,25,25,7.3,-999,52.6,356.9,Archeo,,,,,,,,,,,,
1350,50,50,10.36,2.07,43,41,Archeo,,,,,,,,,,,,
1350,150,150,13.74,0.39,22.1,254.7,Archeo,,,,,,,,,,,,
1350,50,50,13.73,0.6,9.23,78.88,Archeo,,,,,,,,,,,,
1350,50,50,9.71,-999,42,44.1,Archeo,,,,,,,,,,,,
1350,50,50,9.91,1.32,41,48,Archeo,,,,,,,,,,,,
1350,50,50,9.29,-999,47,28.5,Archeo,,,,,,,,,,,,
1350,1,1,9.55,0.12,52.15,9.95,Archeo,,,,,,,,,,,,
1350,50,50,9.61,0.48,47,28.5,Archeo,,,,,,,,,,,,
1350,50,50,9.23,0.32,46,31,Archeo,,,,,,,,,,,,
1350,50,50,8.81,0.77,48.36,10.9,Archeo,,,,,,,,,,,,
1350,1,1,6.95,5.97,52.149,9.947,Archeo,,,,,,,,,,,,
