Generated using GEOMAGIA50.v3.3 on Oct/06/2022,,,,,,,,,,,,,,,,,,,
Age[yr.AD],Sigma-ve[yr.],Sigma+ve[yr.],VADM[E22_AmE2],SigmaVADM[E22_AmE2],SiteLat[deg.],SiteLon[deg.],ArcheoVolcanic,,,,,,,,,,,,
-34050,34050,34050,9.08,-999,9.8382,255.7087,Volcanic,,,,,,,,,,,,
-34050,34050,34050,9.77,-999,9.8388,255.7086,Volcanic,,,,,,,,,,,,
-34050,34050,34050,10.19,-999,9.8503,255.6913,Volcanic,,,,,,,,,,,,
-34050,34050,34050,10.86,-999,9.8503,255.728,Volcanic,,,,,,,,,,,,
-34050,34050,34050,11.8,-999,9.8581,255.7248,Volcanic,,,,,,,,,,,,
-34050,34050,34050,11.58,-999,9.8587,255.7297,Volcanic,,,,,,,,,,,,
-34050,34050,34050,9.62,-999,9.8656,255.7,Volcanic,,,,,,,,,,,,
-34050,34050,34050,8.45,-999,9.8657,255.7,Volcanic,,,,,,,,,,,,
-34050,34050,34050,9.87,-999,9.8668,255.6962,Volcanic,,,,,,,,,,,,
-34050,34050,34050,10.09,-999,9.5108,255.7359,Volcanic,,,,,,,,,,,,
-34050,34050,34050,5.1,0.02,9.5215,255.7874,Volcanic,,,,,,,,,,,,
-34050,34050,34050,1.96,0.02,9.5223,255.7803,Volcanic,,,,,,,,,,,,
-34050,34050,34050,2.41,0.02,9.5227,255.7927,Volcanic,,,,,,,,,,,,
-34050,34050,34050,1.84,0.02,9.5232,255.7882,Volcanic,,,,,,,,,,,,
-34050,34050,34050,1.94,0.02,9.5235,255.7866,Volcanic,,,,,,,,,,,,
-34050,34050,34050,1.64,0.02,9.5271,255.7927,Volcanic,,,,,,,,,,,,
-34050,34050,34050,1.62,0.02,9.5282,255.7838,Volcanic,,,,,,,,,,,,
-34050,34050,34050,3.55,0.02,9.8169,255.6897,Volcanic,,,,,,,,,,,,
-34050,34050,34050,6.15,0.02,9.8254,255.6874,Volcanic,,,,,,,,,,,,
-34046,-1,-1,6.41,-999,19.4,246.5,Volcanic,,,,,,,,,,,,
-34000,-1,-1,9.47,1.46,19.47,205.1,Volcanic,,,,,,,,,,,,
-33970,1600,1600,4.09,1.3,19.2438,260.9461,Volcanic,,,,,,,,,,,,
-33856,-1,-1,5.53,0.29,19.483,205.1,Volcanic,,,,,,,,,,,,
-33800,-1,-1,8.33,1.77,19.47,205.1,Volcanic,,,,,,,,,,,,
-33700,-1,-1,8.67,1.01,19.47,205.1,Volcanic,,,,,,,,,,,,
-33652,-1,-1,5.01,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-33652,-1,-1,4.48,0.04,19.483,205.1,Volcanic,,,,,,,,,,,,
-33500,-1,-1,9.2,-999,19.47,205.1,Volcanic,,,,,,,,,,,,
-33500,-1,-1,5.74,0.54,19.483,205.1,Volcanic,,,,,,,,,,,,
-33450,0,0,8.56,0.62,19.7128,-155.0542,Volcanic,,,,,,,,,,,,
-33450,1700,1700,1.77,0.41,45.7677,2.8872,Volcanic,,,,,,,,,,,,
-33400,-1,-1,11.58,0.54,19.47,205.1,Volcanic,,,,,,,,,,,,
-33350,1700,1700,2.06,0.49,45.7045,3.018,Volcanic,,,,,,,,,,,,
-33347,-1,-1,3.36,0.01,19.483,205.1,Volcanic,,,,,,,,,,,,
-33347,-1,-1,7.1,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-33198,-1,-1,1.79,0.2,19.483,205.1,Volcanic,,,,,,,,,,,,
-33153,2107,1733,2.23,0.38,19.0711,204.4433,Volcanic,,,,,,,,,,,,
-33150,1200,1200,6.72,0.1,45.7718,2.9863,Volcanic,,,,,,,,,,,,
-33048,-1,-1,2.42,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-32900,-1,-1,4.5,1.39,19.47,205.1,Volcanic,,,,,,,,,,,,
-32800,-1,-1,4.43,0.6,19.47,205.1,Volcanic,,,,,,,,,,,,
-32749,-1,-1,4.43,0.22,19.483,205.1,Volcanic,,,,,,,,,,,,
-32749,-1,-1,6.2,0.04,19.483,205.1,Volcanic,,,,,,,,,,,,
-32466,-1,-1,3.73,0.15,19.483,205.1,Volcanic,,,,,,,,,,,,
-32466,-1,-1,4.19,1.39,19.483,205.1,Volcanic,,,,,,,,,,,,
-32337,-1,-1,4.08,0.58,19.483,205.1,Volcanic,,,,,,,,,,,,
-32337,-1,-1,4.99,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-32200,-1,-1,3.81,-999,19.47,205.1,Volcanic,,,,,,,,,,,,
-32200,-1,-1,4.21,-999,19.47,205.1,Volcanic,,,,,,,,,,,,
-31366,-1,-1,5.18,0.18,19.7,246.4,Volcanic,,,,,,,,,,,,
-31250,3400,3400,4.28,1.32,28.3,343.434,Volcanic,,,,,,,,,,,,
-30458,-1,-1,2.22,0.46,19.483,205.1,Volcanic,,,,,,,,,,,,
-30422,1179,1179,13.98,1.22,19.9624,258.3082,Volcanic,,,,,,,,,,,,
-30280,-1,-1,8.63,0.54,19.4,246.4,Volcanic,,,,,,,,,,,,
-30273,1578,1331,6.51,0.83,18.9389,204.3528,Volcanic,,,,,,,,,,,,
-30256,-1,-1,4.64,0.26,19.483,205.1,Volcanic,,,,,,,,,,,,
-30256,-1,-1,7.52,0.63,19.483,205.1,Volcanic,,,,,,,,,,,,
-30250,1200,1200,2.48,0.78,28.337,343.417,Volcanic,,,,,,,,,,,,
-30200,-1,-1,10.15,1.99,19.75,204.92,Volcanic,,,,,,,,,,,,
-30088,886,748,4.38,0.44,19.7,204.1,Volcanic,,,,,,,,,,,,
-30050,1300,1300,1.56,0.28,28.378,343.278,Volcanic,,,,,,,,,,,,
-30010,929,929,4.47,0.31,19.6161,258.5293,Volcanic,,,,,,,,,,,,
-30000,-1,-1,9.45,1.68,19.47,205.1,Volcanic,,,,,,,,,,,,
-29700,1100,1100,7.01,0.34,18.9328,262.5643,Volcanic,,,,,,,,,,,,
-29700,1100,1100,12.63,0.68,18.9256,-97.4287,Volcanic,,,,,,,,,,,,
-29650,1800,1800,1.61,-999,-36.9869,174.8314,Volcanic,,,,,,,,,,,,
-29650,1800,1800,3.22,-999,-36.9878,174.8281,Volcanic,,,,,,,,,,,,
-29650,1800,1800,3.13,-999,-36.9861,174.8303,Volcanic,,,,,,,,,,,,
-29650,1800,1800,2.15,-999,-36.9336,174.8369,Volcanic,,,,,,,,,,,,
-29650,1800,1800,1.77,-999,-36.9317,174.8389,Volcanic,,,,,,,,,,,,
-29650,1800,1800,1.54,-999,-36.9666,174.7477,Volcanic,,,,,,,,,,,,
-29650,1800,1800,0.57,-999,-36.9666,174.7477,Volcanic,,,,,,,,,,,,
-29650,1800,1800,1.68,-999,-36.9666,174.7477,Volcanic,,,,,,,,,,,,
-29650,1800,1800,2.82,-999,-36.8636,174.8686,Volcanic,,,,,,,,,,,,
-29650,1800,1800,2.94,-999,-36.8644,174.8719,Volcanic,,,,,,,,,,,,
-29650,1800,1800,3.55,-999,-36.8644,174.8708,Volcanic,,,,,,,,,,,,
-29650,1800,1800,0.77,-999,-37.0008,174.8578,Volcanic,,,,,,,,,,,,
-29650,1800,1800,1.38,-999,-36.9992,174.8578,Volcanic,,,,,,,,,,,,
-29400,-1,-1,8.51,-999,19.47,205.1,Volcanic,,,,,,,,,,,,
-29298,-1,-1,3.31,0.65,19.7,246.4,Volcanic,,,,,,,,,,,,
-29000,-1,-1,4.51,0.23,31.78,130.79,Volcanic,,,,,,,,,,,,
-28847,-1,-1,5.08,0.47,19.483,205.1,Volcanic,,,,,,,,,,,,
-28830,520,520,13.61,0.56,-33.73,143.05,Archeo,,,,,,,,,,,,
-28600,-1,-1,4.59,-999,19.47,205.1,Volcanic,,,,,,,,,,,,
-28600,-1,-1,8.32,2.34,19.75,204.92,Volcanic,,,,,,,,,,,,
-28050,0,0,6.81,0.29,19.7128,-155.0542,Volcanic,,,,,,,,,,,,
-28050,0,0,8.64,-999,19.7128,-155.0542,Volcanic,,,,,,,,,,,,
-28000,5000,5000,2.42,0.37,-33.73,143.05,Archeo,,,,,,,,,,,,
-27520,520,520,3.91,0.56,-33.73,143.05,Archeo,,,,,,,,,,,,
-27438,-1,-1,4.32,0.28,19.483,205.1,Volcanic,,,,,,,,,,,,
-27344,221,221,15.86,2.03,19.9037,258.2271,Volcanic,,,,,,,,,,,,
-27260,810,810,5.22,0.19,-33.73,143.05,Archeo,,,,,,,,,,,,
-27200,-1,-1,9.23,0.09,19.47,205.1,Volcanic,,,,,,,,,,,,
-27050,3300,3300,5.4,2.85,19.82,258.08,Volcanic,,,,,,,,,,,,
-26904,-1,-1,6.14,0.42,19.7,246.4,Volcanic,,,,,,,,,,,,
-26886,-1,-1,6.61,0.8,17.4,246.8,Volcanic,,,,,,,,,,,,
-26802,-1,-1,4.86,0.29,19.4,246.4,Volcanic,,,,,,,,,,,,
-26360,410,410,11,1.3,-33.73,143.05,Archeo,,,,,,,,,,,,
-26250,2200,2200,3.88,0.83,45.7055,3.0343,Volcanic,,,,,,,,,,,,
-26250,1700,1700,4.34,0.59,35.2,139,Volcanic,,,,,,,,,,,,
-26190,370,370,5.78,1.3,-33.73,143.05,Archeo,,,,,,,,,,,,
-26089,-1,-1,5.87,0.67,19.4,246.5,Volcanic,,,,,,,,,,,,
-26051,1218,1129,6.52,0.8,19.6972,204.8764,Volcanic,,,,,,,,,,,,
-26050,410,410,8.76,1.3,-33.73,143.05,Archeo,,,,,,,,,,,,
-26029,-1,-1,4.2,0.29,19.483,205.1,Volcanic,,,,,,,,,,,,
-26029,-1,-1,7.19,0.11,19.483,205.1,Volcanic,,,,,,,,,,,,
-25902,-1,-1,8.98,1.1,17.4,246.8,Volcanic,,,,,,,,,,,,
-25706,976,976,6.34,0.99,18.874,261.3964,Volcanic,,,,,,,,,,,,
-25580,540,540,15.84,3.91,-33.73,143.05,Archeo,,,,,,,,,,,,
-25300,-1,-1,8.17,0.54,19.75,204.92,Volcanic,,,,,,,,,,,,
-25243,-1,-1,5.22,0.9,19.4,246.5,Volcanic,,,,,,,,,,,,
-25050,-1,-1,1.9,0.21,-37,174.85,Volcanic,,,,,,,,,,,,
-25050,-1,-1,2.11,0.5,-36.99,174.83,Volcanic,,,,,,,,,,,,
-25050,-1,-1,1.99,0.07,-36.96,174.76,Volcanic,,,,,,,,,,,,
-24902,-1,-1,3.52,0.06,19.483,205.1,Volcanic,,,,,,,,,,,,
-24450,125,125,3.28,0.2,19.8204,258.0753,Volcanic,,,,,,,,,,,,
-24320,470,470,2.8,0.56,-33.73,143.05,Archeo,,,,,,,,,,,,
-24000,15000,15000,4.38,0.66,-37.5,77.3,Volcanic,,,,,,,,,,,,
-23850,2200,2200,2.43,0.16,45.76,3.05,Volcanic,,,,,,,,,,,,
-23774,-1,-1,5.86,1.95,19.483,205.1,Volcanic,,,,,,,,,,,,
-23700,-1,-1,7.45,0.13,19.75,204.92,Volcanic,,,,,,,,,,,,
-23628,101,100,4.29,0.07,38.5,-27.2,Volcanic,,,,,,,,,,,,
-23600,-1,-1,4.34,0.16,19.47,205.1,Volcanic,,,,,,,,,,,,
-23295,-1,-1,9.16,0.83,19.7,246.4,Volcanic,,,,,,,,,,,,
-23050,-1,-1,9.16,0.76,19.7,246.4,Volcanic,,,,,,,,,,,,
-23050,10000,10000,6.02,0.47,32.758,130.29,Volcanic,,,,,,,,,,,,
-23050,12000,12000,10.68,1.57,32.759,130.334,Volcanic,,,,,,,,,,,,
-22800,500,500,4.19,0.81,48.9,16.7,Archeo,,,,,,,,,,,,
-22647,-1,-1,4.18,1.08,19.483,205.1,Volcanic,,,,,,,,,,,,
-22433,1190,1191,6.18,-999,19.661,204.872,Volcanic,,,,,,,,,,,,
-22350,1900,1900,5.19,-999,45.728,2.8993,Volcanic,,,,,,,,,,,,
-22200,-1,-1,6.52,3.47,19.47,205.1,Volcanic,,,,,,,,,,,,
-22100,-1,-1,9.55,0.76,19.75,204.92,Volcanic,,,,,,,,,,,,
-21519,-1,-1,6.95,0.12,19.483,205.1,Volcanic,,,,,,,,,,,,
-21519,-1,-1,5.73,0.65,19.483,205.1,Volcanic,,,,,,,,,,,,
-21400,-1,-1,12.36,2.64,19.47,205.1,Volcanic,,,,,,,,,,,,
-21010,-1,-1,3.24,0.17,19.483,205.1,Volcanic,,,,,,,,,,,,
-21010,-1,-1,4.99,0.94,19.483,205.1,Volcanic,,,,,,,,,,,,
-21000,-1,-1,2.7,0.16,30.4607,243.9604,Volcanic,,,,,,,,,,,,
-21000,-1,-1,2.53,0.49,30.4607,243.9604,Volcanic,,,,,,,,,,,,
-20700,-1,-1,6.47,0.2,19.47,205.1,Volcanic,,,,,,,,,,,,
-20645,-1,-1,3.97,0.43,19.483,205.1,Volcanic,,,,,,,,,,,,
-20645,-1,-1,6.18,0.34,19.483,205.1,Volcanic,,,,,,,,,,,,
-20500,-1,-1,8.77,0.31,19.75,204.92,Volcanic,,,,,,,,,,,,
-20375,-1,-1,5.07,0.23,19.483,205.1,Volcanic,,,,,,,,,,,,
-20375,-1,-1,8.22,0.74,19.483,205.1,Volcanic,,,,,,,,,,,,
-20180,-1,-1,8.11,1.1,17.4,246.8,Volcanic,,,,,,,,,,,,
-20000,1000,1000,5.17,0.72,-39.149,175.507,Volcanic,,,,,,,,,,,,
-19944,-1,-1,4.16,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-19910,380,380,4.36,1.19,19.22,260.53,Volcanic,,,,,,,,,,,,
-19900,-1,-1,4.7,-999,19.47,205.1,Volcanic,,,,,,,,,,,,
-19793,-1,-1,9.04,0.27,19.7,246.4,Volcanic,,,,,,,,,,,,
-19514,-1,-1,2.36,0.03,19.483,205.1,Volcanic,,,,,,,,,,,,
-19323,-1,-1,6.59,0.99,19.4,246.5,Volcanic,,,,,,,,,,,,
-19083,-1,-1,6.15,0.07,19.483,205.1,Volcanic,,,,,,,,,,,,
-19000,-1,-1,3.18,-999,19.47,205.1,Volcanic,,,,,,,,,,,,
-19000,1000,1000,3.23,0.31,35.376,133.642,Volcanic,,,,,,,,,,,,
-18900,-1,-1,7.72,1.5,19.75,204.92,Volcanic,,,,,,,,,,,,
-18666,-1,-1,3.41,1.24,19.483,205.1,Volcanic,,,,,,,,,,,,
-18666,-1,-1,6.07,0.27,19.483,205.1,Volcanic,,,,,,,,,,,,
-18634,-1,-1,9.12,0.49,19.4,246.5,Volcanic,,,,,,,,,,,,
-18634,-1,-1,5.57,1.33,19.483,205.1,Volcanic,,,,,,,,,,,,
-18634,-1,-1,7.68,0.38,19.483,205.1,Volcanic,,,,,,,,,,,,
-18601,-1,-1,3.25,0.71,19.483,205.1,Volcanic,,,,,,,,,,,,
-18569,-1,-1,2.82,0.3,19.483,205.1,Volcanic,,,,,,,,,,,,
-18569,-1,-1,6.11,0.31,19.483,205.1,Volcanic,,,,,,,,,,,,
-18517,-1,-1,2.79,0.19,19.483,205.1,Volcanic,,,,,,,,,,,,
-18465,-1,-1,2.43,0.13,19.483,205.1,Volcanic,,,,,,,,,,,,
-18465,-1,-1,2.78,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-18419,-1,-1,4,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-18419,-1,-1,5.02,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-18377,-1,-1,10.13,1.59,19.4,246.4,Volcanic,,,,,,,,,,,,
-18341,-1,-1,4.03,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-18239,-1,-1,3.87,0.02,19.483,205.1,Volcanic,,,,,,,,,,,,
-18239,-1,-1,4.75,0.11,19.483,205.1,Volcanic,,,,,,,,,,,,
-18200,-1,-1,2.24,-999,19.47,205.1,Volcanic,,,,,,,,,,,,
-18190,-1,-1,3.73,0.02,19.483,205.1,Volcanic,,,,,,,,,,,,
-18190,-1,-1,4.95,0.85,19.483,205.1,Volcanic,,,,,,,,,,,,
-18152,-1,-1,8.4,0.69,17.4,246.8,Volcanic,,,,,,,,,,,,
-18148,-1,-1,2.85,0.02,19.483,205.1,Volcanic,,,,,,,,,,,,
-18148,-1,-1,4.28,0.36,19.483,205.1,Volcanic,,,,,,,,,,,,
-18109,-1,-1,2.63,0.39,19.483,205.1,Volcanic,,,,,,,,,,,,
-18100,-1,-1,3.58,0.9,19.47,205.1,Volcanic,,,,,,,,,,,,
-18069,-1,-1,3.24,0.43,19.483,205.1,Volcanic,,,,,,,,,,,,
-18069,-1,-1,3.54,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-18050,20000,20000,7.68,0.72,19.66,257.97,Volcanic,,,,,,,,,,,,
-18000,1800,1800,11.2,0.44,21.6402,314.7365,Volcanic,,,,,,,,,,,,
-17960,-1,-1,3.12,0.05,19.483,205.1,Volcanic,,,,,,,,,,,,
-17888,-1,-1,3.47,0.49,19.483,205.1,Volcanic,,,,,,,,,,,,
-17857,-1,-1,4.4,0.71,19.483,205.1,Volcanic,,,,,,,,,,,,
-17857,-1,-1,5.73,0.27,19.483,205.1,Volcanic,,,,,,,,,,,,
-17831,237,224,5.33,0.76,19.1,204.6,Volcanic,,,,,,,,,,,,
-17800,-1,-1,3.83,1.21,19.47,205.1,Volcanic,,,,,,,,,,,,
-17764,-1,-1,4.91,0.96,19.4,246.5,Volcanic,,,,,,,,,,,,
-17759,-1,-1,3.26,0.06,19.483,205.1,Volcanic,,,,,,,,,,,,
-17759,-1,-1,4.57,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-17748,-1,-1,2.96,0.23,19.483,205.1,Volcanic,,,,,,,,,,,,
-17690,550,550,8.36,0.86,35.2,139,Volcanic,,,,,,,,,,,,
-17686,-1,-1,3.8,0.26,19.483,205.1,Volcanic,,,,,,,,,,,,
-17678,-1,-1,2.8,0.26,19.483,205.1,Volcanic,,,,,,,,,,,,
-17678,-1,-1,4.37,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-17643,-1,-1,7.03,0.63,19.483,205.1,Volcanic,,,,,,,,,,,,
-17639,-1,-1,3.18,0.14,19.483,205.1,Volcanic,,,,,,,,,,,,
-17636,-1,-1,4.35,0.54,19.483,205.1,Volcanic,,,,,,,,,,,,
-17636,-1,-1,5.09,0.46,19.483,205.1,Volcanic,,,,,,,,,,,,
-17636,-1,-1,8.31,1.86,19.483,205.1,Volcanic,,,,,,,,,,,,
-17636,-1,-1,4.66,0.04,19.483,205.1,Volcanic,,,,,,,,,,,,
-17632,-1,-1,4.13,0.29,19.483,205.1,Volcanic,,,,,,,,,,,,
-17632,-1,-1,4.03,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-17626,-1,-1,2.2,0.05,19.483,205.1,Volcanic,,,,,,,,,,,,
-17614,-1,-1,2.21,0.18,19.483,205.1,Volcanic,,,,,,,,,,,,
-17614,-1,-1,1.81,0.09,19.483,205.1,Volcanic,,,,,,,,,,,,
-17614,-1,-1,3.13,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-17614,-1,-1,3.67,0.4,19.483,205.1,Volcanic,,,,,,,,,,,,
-17612,-1,-1,3.46,0.17,19.483,205.1,Volcanic,,,,,,,,,,,,
-17610,-1,-1,3.7,0.06,19.483,205.1,Volcanic,,,,,,,,,,,,
-17610,-1,-1,4.01,0.34,19.483,205.1,Volcanic,,,,,,,,,,,,
-17608,-1,-1,4.34,0.34,19.483,205.1,Volcanic,,,,,,,,,,,,
-17608,-1,-1,4.61,0.43,19.483,205.1,Volcanic,,,,,,,,,,,,
-17606,-1,-1,4.07,0.24,19.483,205.1,Volcanic,,,,,,,,,,,,
-17606,-1,-1,4.72,0.54,19.483,205.1,Volcanic,,,,,,,,,,,,
-17605,-1,-1,2.64,0.15,19.483,205.1,Volcanic,,,,,,,,,,,,
-17604,-1,-1,2.85,0.26,19.483,205.1,Volcanic,,,,,,,,,,,,
-17603,-1,-1,2.93,0.18,19.483,205.1,Volcanic,,,,,,,,,,,,
-17602,-1,-1,2.19,0.41,19.483,205.1,Volcanic,,,,,,,,,,,,
-17602,-1,-1,3.02,0.28,19.483,205.1,Volcanic,,,,,,,,,,,,
-17601,-1,-1,3.64,0.27,19.483,205.1,Volcanic,,,,,,,,,,,,
-17601,-1,-1,1.87,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-17601,-1,-1,2.2,0.21,19.483,205.1,Volcanic,,,,,,,,,,,,
-17601,-1,-1,4.9,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-17600,-1,-1,3.28,0.43,19.483,205.1,Volcanic,,,,,,,,,,,,
-17600,-1,-1,2.76,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-17600,-1,-1,2.7,0.17,19.483,205.1,Volcanic,,,,,,,,,,,,
-17600,-1,-1,6.2,0.94,19.483,205.1,Volcanic,,,,,,,,,,,,
-17600,-1,-1,4.86,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-17600,-1,-1,5.33,0.18,19.483,205.1,Volcanic,,,,,,,,,,,,
-17597,-1,-1,3.39,0.04,19.483,205.1,Volcanic,,,,,,,,,,,,
-17597,-1,-1,5.55,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-17580,160,160,6.16,1.44,19.17,260.58,Volcanic,,,,,,,,,,,,
-17400,-1,-1,6.99,1.19,19.47,205.1,Volcanic,,,,,,,,,,,,
-16955,344,344,5.44,0.13,19.1058,260.7594,Volcanic,,,,,,,,,,,,
-16950,600,600,6.67,1.28,19.22,260.79,Volcanic,,,,,,,,,,,,
-16900,-1,-1,4.43,0.18,19.47,205.1,Volcanic,,,,,,,,,,,,
-16816,-1,-1,4.36,0.29,19.483,205.1,Volcanic,,,,,,,,,,,,
-16800,-1,-1,3.96,-999,19.47,205.1,Volcanic,,,,,,,,,,,,
-16717,978,978,6.87,1.34,19.8381,258.1254,Volcanic,,,,,,,,,,,,
-16621,-1,-1,4.56,0.16,19.483,205.1,Volcanic,,,,,,,,,,,,
-16550,3100,3100,3.91,0.52,45.8727,3.0068,Volcanic,,,,,,,,,,,,
-16450,5400,5400,3.81,0.34,45.827,3.0695,Volcanic,,,,,,,,,,,,
-16426,-1,-1,3.57,0.37,19.483,205.1,Volcanic,,,,,,,,,,,,
-16426,-1,-1,7.43,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-16400,-1,-1,6.07,0.65,19.47,205.1,Volcanic,,,,,,,,,,,,
-16150,4500,4500,6.53,0.94,45.7018,3.001,Volcanic,,,,,,,,,,,,
-16100,-1,-1,7.59,0.87,19.47,205.1,Volcanic,,,,,,,,,,,,
-16019,-1,-1,4.84,3.49,19.483,205.1,Volcanic,,,,,,,,,,,,
-16019,-1,-1,7.23,2.06,19.483,205.1,Volcanic,,,,,,,,,,,,
-16000,9000,9000,4.27,0.46,-37.5,77.3,Volcanic,,,,,,,,,,,,
-15911,809,809,11.31,0.71,19.8127,257.9712,Volcanic,,,,,,,,,,,,
-15910,670,670,3.21,0.9,19.27,204.71,Volcanic,,,,,,,,,,,,
-15743,-1,-1,7.57,1.05,19.7,246.4,Volcanic,,,,,,,,,,,,
-15704,476,547,6.65,0.74,19.7556,204.8758,Volcanic,,,,,,,,,,,,
-15700,-1,-1,9.31,1.43,19.75,204.92,Volcanic,,,,,,,,,,,,
-15526,-1,-1,5.93,0.43,19.483,205.1,Volcanic,,,,,,,,,,,,
-15526,-1,-1,8.49,0.02,19.483,205.1,Volcanic,,,,,,,,,,,,
-15350,4000,4000,4.87,-999,45.7883,2.8598,Volcanic,,,,,,,,,,,,
-15248,0,0,4.56,0.87,19.7,204.1,Volcanic,,,,,,,,,,,,
-15220,430,430,9.82,1.59,19.71,258.58,Volcanic,,,,,,,,,,,,
-15162,428,496,10.49,1.41,19.7205,204.88,Volcanic,,,,,,,,,,,,
-15150,900,900,4.27,0.07,42.029,128.0707,Volcanic,,,,,,,,,,,,
-15150,900,900,4.22,0.05,42.029,128.0707,Volcanic,,,,,,,,,,,,
-15065,463,494,6.49,0.29,19.772,-155.1,Volcanic,,,,,,,,,,,,
-15000,-1,-1,9.63,-999,19.47,205.1,Volcanic,,,,,,,,,,,,
-15000,1000,1000,3.83,0.31,35.455,133.508,Volcanic,,,,,,,,,,,,
-14998,-1,-1,4.57,2.53,19.483,205.1,Volcanic,,,,,,,,,,,,
-14998,-1,-1,6.45,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-14900,290,290,15.72,1.08,19.1557,261.1316,Volcanic,,,,,,,,,,,,
-14800,750,750,14.35,0.58,19.121,262.456,Volcanic,,,,,,,,,,,,
-14800,750,750,13.72,0.22,19.121,-97.5374,Volcanic,,,,,,,,,,,,
-14600,-1,-1,7.73,-999,19.47,205.1,Volcanic,,,,,,,,,,,,
-14440,-1,-1,10.88,2.45,19.085,-155.593,Volcanic,,,,,,,,,,,,
-14400,-1,-1,3.79,0.22,19.483,205.1,Volcanic,,,,,,,,,,,,
-14400,-1,-1,5.64,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-14361,573,514,6.9,1.7,19.722,204.8913,Volcanic,,,,,,,,,,,,
-14300,-1,-1,7.66,-999,19.47,205.1,Volcanic,,,,,,,,,,,,
-13902,514,591,8.24,0.77,19.07,204.44,Volcanic,,,,,,,,,,,,
-13900,-1,-1,7.5,0.78,19.47,205.1,Volcanic,,,,,,,,,,,,
-13751,-1,-1,3.03,0.35,19.483,205.1,Volcanic,,,,,,,,,,,,
-13680,-1,-1,9.02,0.83,17.4,246.8,Volcanic,,,,,,,,,,,,
-13600,-1,-1,8.71,1.19,19.47,205.1,Volcanic,,,,,,,,,,,,
-13550,1500,1500,5.19,0.35,38.41,14.94,Volcanic,,,,,,,,,,,,
-13540,485,416,4.11,-999,19.658,204.04,Volcanic,,,,,,,,,,,,
-13502,-1,-1,8.06,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-13426,-1,-1,8.28,0.65,19.483,205.1,Volcanic,,,,,,,,,,,,
-13200,-1,-1,6.09,-999,19.47,205.1,Volcanic,,,,,,,,,,,,
-13000,-1,-1,9.44,0.74,16.55,254.55,Volcanic,,,,,,,,,,,,
-12900,-1,-1,8.15,0.81,19.47,205.1,Volcanic,,,,,,,,,,,,
-12880,323,502,7.12,1.13,18.97,204.38,Volcanic,,,,,,,,,,,,
-12798,474,474,9.65,1.21,19.7019,258.5415,Volcanic,,,,,,,,,,,,
-12747,-1,-1,4.01,0.03,19.483,205.1,Volcanic,,,,,,,,,,,,
-12500,-1,-1,8.96,0.13,19.47,205.1,Volcanic,,,,,,,,,,,,
-12186,-1,-1,9.1,1.5,19.4,246.5,Volcanic,,,,,,,,,,,,
-12050,-1,-1,4.35,0.12,65.4266,-16.8156,Volcanic,,,,,,,,,,,,
-12050,-1,-1,4.58,0.2,65.4251,-16.8161,Volcanic,,,,,,,,,,,,
-12000,619,619,8.62,0.45,19.6706,258.5713,Volcanic,,,,,,,,,,,,
-12000,-1,-1,8.33,1.1,19.47,205.1,Volcanic,,,,,,,,,,,,
-12000,1000,1000,6.3,0.32,42.799,141.322,Volcanic,,,,,,,,,,,,
-11938,163,163,7.11,0.74,28.317,343.392,Volcanic,,,,,,,,,,,,
-11900,180,180,5.43,0.81,32.782,130.3,Volcanic,,,,,,,,,,,,
-11810,900,900,6.63,0.51,35.15,138.63,Volcanic,,,,,,,,,,,,
-11770,-1,-1,8.58,0.25,19.4,246.5,Volcanic,,,,,,,,,,,,
-11727,-1,-1,3.52,0.41,19.483,205.1,Volcanic,,,,,,,,,,,,
-11400,-1,-1,6.67,0.6,19.47,205.1,Volcanic,,,,,,,,,,,,
-11388,-1,-1,4.49,1.44,19.483,205.1,Volcanic,,,,,,,,,,,,
-11055,132,132,8.79,1.2,28.308,343.433,Volcanic,,,,,,,,,,,,
